"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"fatty acid oxidation (GO:0019395)","51/59",2.33052668174589e-08,5.59885730022634e-06,0,0,5.9110611771528,103.884455717883,"ABCD4;PECR;ABCD2;ACADVL;ABCD3;ACAA2;ACSM1;ECI1;ECI2;CROT;ACADL;AUH;CPT2;SCP2;ACADM;ACAD11;HADH;ACAD10;ACADS;PHYH;MECR;ALDH3A2;HADHB;HADHA;BDH2;SLC25A17;ACOX1;ILVBL;EHHADH;SLC27A2;PPARD;ECHS1;HSD17B4;ALOX12;ADH7;ADIPOR1;ADIPOR2;HSD17B10;MTLN;ACAT2;ADH5;ACAT1;HACL1;HAO2;PPARGC1A;DECR1;MCAT;PEX13;CYP24A1;ECHDC1;ECHDC2"
"positive regulation of angiogenesis (GO:0045766)","89/116",3.30278535290794e-08,7.62943416521735e-06,0,0,3.0616002557995,52.7388645002786,"SEMA5A;ITGB1;CD40;ECM1;BTG1;FLT1;SERPINE1;HSPB1;PIK3CD;EMC10;BRCA1;FGF1;ETS1;FGF2;HK2;AQP1;CDH5;BMPER;HYAL1;ZC3H12A;KDR;ITGAX;CYP1B1;CTSH;ITGB8;CD34;CCR3;JAK1;PTGIS;PRKCB;S100A1;ANXA3;PDPK1;SPHK1;WNT5A;VASH2;GAB1;PRKCA;SIRT6;JMJD8;F3;SIRT1;PGF;RUNX1;RHOB;SFRP2;PKM;IL1B;ADAM12;NINJ1;APLNR;ANGPTL3;CHI3L1;PRKD2;PRKD1;ANGPTL4;ITGA5;EPHA1;RAPGEF3;FOXC2;GRN;GATA6;TWIST1;GATA4;GATA2;FUT1;HIF1A;DLL1;THBS1;PIK3R6;APELA;RRAS;HMOX1;SASH1;SMAD1;ANGPT4;XBP1;NOS3;VEGFB;HMGA2;VEGFD;HIPK1;KLF4;VEGFA;TJP1;SMOC2;SP1;FGF18;TEK"
"external encapsulating structure organization (GO:0045229)","152/217",4.00758937802991e-08,8.91465992757319e-06,0,0,2.1766452949744,37.0736910398948,"APP;SPARC;COL16A1;SERPINE1;ITGA2B;TNC;DMP1;FGF2;LOXL1;ICAM1;IBSP;BSG;DAG1;KDR;SLC39A8;POSTN;COL27A1;COL23A1;NPNT;HSPG2;ADAM19;COL4A2;LOX;COL4A1;COL4A4;ADAM12;COL4A3;COL8A2;COL4A6;COL8A1;COL17A1;FBN2;PDGFB;PDGFA;ADAMTS12;NID1;ADAMTS10;FBLN5;ADAMTS16;VTN;ADAMTS18;ADAMTS17;COL28A1;VCAM1;FN1;COL1A1;COL1A2;COL5A1;COL5A3;ITGA10;COL5A2;ITGA11;COL9A2;TGFBI;FBN1;DDR1;ITGB1;COL18A1;ECM2;ITGAM;ITGB5;COL14A1;ITGB4;LAMC3;ELN;ITGB3;ITGB2;LAMC2;ITGAE;LAMC1;ITGAL;HAPLN1;ADAMTSL1;ADAMTS4;ADAMTS5;MMP25;ADAMTS2;MMP24;ADAMTSL5;MMP27;SH3PXD2A;ADAMTSL4;ADAMTS1;ADAMTSL3;ITGAX;COL10A1;ITGB8;ITGAV;ITGB7;MADCAM1;ITGB6;ADAMTS8;ADAMTS9;ADAMTS7;FGB;FGA;MMP7;ITGA4;ITGA3;ITGA2;MMP2;FGG;ITGA1;MMP3;BGN;MMP8;MMP9;MMP10;DCN;MMP12;MMP11;MMP14;VCAN;ITGAD;MMP15;COL6A2;MMP17;PXDN;COL6A1;GFOD2;MMP19;COL6A3;ITGA7;CD47;ITGA5;CD44;DDR2;ITGA9;LAMA5;COL15A1;LAMA2;LAMA1;COL11A1;LAMA4;LAMA3;FURIN;THBS1;THSD4;SPOCK2;SPP1;JAM2;LAMB3;LUM;LAMB1;DSPP;MFAP5;SMOC2;COL3A1;SMOC1;COL7A1;MFAP2;AGRN"
"positive regulation of cytokine production (GO:0001819)","222/335",6.68200787287527e-08,1.43329068873175e-05,0,0,1.83196798296878,30.2664234285639,"APP;IL23R;SERPINE1;SCAMP5;DHX58;CYP1B1;LGALS9;TRIM27;CCBE1;GBP5;IL1R1;SLC11A1;SERPINF2;MIF;EREG;RUNX1;IL23A;CD226;PRKCQ;PRKD2;ZFPM1;EBI3;TWIST1;GATA4;BCL10;HIF1A;LY9;PRKCZ;C3;DHX33;S100A13;HMOX1;SLAMF6;CD14;ZBTB7B;EGR1;AFAP1L2;XBP1;CADM1;FZD5;TSLP;XRCC5;EIF2AK2;CCDC88B;LACC1;CD28;SETD4;ITK;CD40;HILPDA;IL27;BRCA1;CLEC9A;ORM2;C1QTNF4;IFIH1;C1QTNF3;TRIM6;HYAL2;CCR7;FFAR2;CD34;APPL1;CCR2;HAVCR2;ANXA1;FCER1G;SYK;IL15;RIPK2;SPHK2;NFAM1;SPHK1;IL18;IL16;F3;IL17RA;TLR1;SLC7A5;KAT2A;IL1B;RARA;TLR9;TLR8;TLR7;ARHGEF2;TLR6;PLCB1;RAB7B;TLR4;TLR3;TMEM106A;TLR2;PTGER4;PTGS2;AIF1;RELA;LILRA5;STAT6;IL12RB1;CD74;IL33;CARD9;RFTN1;STAT3;LAPTM5;NR1H4;OSM;SULF1;AGT;BATF;SULF2;NLRP10;STING1;SAA1;F2RL1;IL17F;HSPA1B;IL18R1;CRLF2;HSPA1A;LAMTOR5;CD86;CSF2;CD80;CXCL17;RORA;PARK7;TNF;PYCARD;ZBP1;F2R;WNT5A;CYBA;TICAM1;FOXP1;ADAM17;TYROBP;IL6ST;PLA2R1;CARD11;CD274;LPL;AGER;RASGRP1;INAVA;IRAK1;CLEC7A;NLRP3;MBP;TNFRSF14;PIBF1;CD276;TGFB1;POLR3GL;ISG15;CYRIB;POU2F2;NFKB1;NFKB2;IL6;MAVS;PTPRC;RGCC;IL7;HPSE;MYD88;FLT4;HTR2B;CGAS;PIK3CD;PTPN22;DDX41;PIK3CG;FLOT1;PDE4B;LBP;LRRFIP1;PDE4D;APOA2;TRAF2;MMP8;TIRAP;FGR;IRF4;IRF1;IRF7;CHI3L1;XCL1;IRF5;LTB;GAPDH;RAB1A;CEBPB;STOML2;ROCK2;NOD1;AGPAT1;AGPAT2;MALT1;HSPD1;POLR2F;CCL1;POLR2H;TIGIT;POLR2L;NOS2;MAPK14;SCIMP;SORL1;MAPK13;SOD1;CD2;MAPK11;CD4;POLR3A;CD6;POLR3B;POU2AF1;POLR3E;POLR3G;POLR3H"
"cellular protein modification process (GO:0006464)","615/1025",7.27179977792921e-08,1.50601480918079e-05,0,0,1.40938362465501,23.165583295842,"GMFB;MAML1;GMFG;ARAF;TESK2;DCAF8;DMP1;DCAF5;DCAF4;DCAF7;DCAF6;NAA80;PSMD8;PSMD9;PSMD6;PPP4R2;EVA1A;PSMD5;AKT3;PSMD3;AKT1;PRKACA;PRKCI;PRKCH;WSB1;CSNK2A1;WSB2;DAPK1;PRKCB;DAPK2;PRKCE;PRKCD;ATG10;PRKCA;PASK;PRKAB1;BCR;PRKAR1B;PSME4;ADPRH;PSME1;PSME2;SPARCL1;PRKD2;PADI4;PRKD1;UBA52;MTMR2;MTMR3;RPN2;CTBP1;RPN1;PDGFB;COPS7B;COPS7A;ZC3HAV1;MTMR4;HIF1A;PRKCZ;C3;ST3GAL4;ST3GAL5;ST3GAL1;ST3GAL2;ATG5;LHPP;LYN;PRRT1;CDK17;PLK4;B3GALNT1;CDK18;CDK19;ICMT;DMPK;TIPARP;PLK2;FUCA2;PLK1;FN1;EIF2AK2;ABCA7;EIF2AK4;CP;FAM220A;MEX3B;PPP5C;CDK14;CDK16;PIGS;PIGT;SETD3;SERPINA10;WDR45;PRSS23;TRIOBP;UBL5;FASTK;B3GALT1;TIMP1;IKBKE;JAK3;JAK1;DUSP5;DUSP2;ANXA1;RIPK3;DUSP1;SIRT4;FN3KRP;SIRT5;SIRT6;SIRT7;DUSP8;DUSP9;SIRT1;DUSP6;LRRC41;SIRT2;SUMF2;F5;SIRT3;SUMF1;PSMA4;MMP15;PIGK;RARA;PICK1;GAS6;HCST;IVL;RNASEL;CCL11;CTDP1;PKN3;SERPINC1;GPS1;FSTL1;PSMB6;PSMB7;PSMB4;PSMB5;PSMB3;PSMB1;SPP1;GCNT2;SPP2;AGA;CHML;EGLN3;SERPIND1;GOLM1;CSNK1A1;GLYCTK;WWP2;HIPK1;PSMB8;HIPK3;PSMB9;GNMT;KTN1;SPSB3;COL3A1;PSMC5;SPSB1;PSMC3;TAOK3;CCDC8;PSMC1;PSMC2;NUCB1;COQ8A;NOTUM;FRK;SPSB4;ERO1A;CHRM3;RAB3A;CSF1;UBE2D3;TNC;F13A1;PARK7;FBXO21;FBXO22;MYLK3;CDC14B;STK10;NRBP2;STK11;CDH2;FNTB;PIM1;MACROD1;NEK2;PIM3;MAP3K9;PIM2;MACROD2;MAP3K6;LARGE1;ROS1;MAP3K5;MEN1;CDKL2;IGFBP1;RAB2A;CSNK1G3;FBXW5;FBXW8;IGFBP5;FBXW7;IGFBP4;FBXO17;FBXW9;UBE2E1;UBE2E2;VRK1;VRK2;NRBP1;CDC25B;RBX1;ILF3;MELK;MAK;MAPKAPK2;RAB38;TNIK;TSSK4;CDKL1;CUL9;BRSK1;CUL7;CUL3;CUL2;STK39;KNG1;SOCS2;FBXO40;SOCS3;PORCN;BTBD1;STK36;OARD1;STK38;ABL1;MAP3K20;WDTC1;FN3K;NEK6;TMEM132A;OGA;B3GALT5;FBXO32;PTPRD;PTPRE;CDK8;PTPRB;COPS6;PTPRC;CDK6;COPS5;GGCX;PTPRA;STK25;CDK4;UST;ALB;CDK2;CDK1;CPE;RAB5A;MAP3K12;LRRK2;PIK3CD;PTPN22;MSLN;NAGPA;KBTBD13;PPP6C;DUSP10;PRKG2;TLK1;PRKG1;DSP;PPP1R12A;CHUK;APOA2;WIPI1;DUSP29;WIPI2;RABGGTB;RABGGTA;DNAJC3;PPM1A;PTP4A2;PPM1B;NPC1;CTDSP1;DAD1;LCK;BIRC5;BIRC6;DTL;RAB1A;PRKAA1;ITIH2;PRKAA2;PPM1L;PPM1M;ROCK2;RAB1B;PPM1H;PPM1J;GLRX;TPTE;CCL2;FYN;CSK;RBBP7;DCAF11;FNIP2;NTRK1;PTPN1;SLC35A1;METAP1D;FEM1A;FEM1B;CDC42BPG;FBXL19;FBXL15;FBXL16;PTPN12;MERTK;FBXL13;PTPN13;FBXL14;PTPN14;MTOR;BCKDK;CUL4A;PINK1;SNRK;CTH;MGAT4A;RAB13;PTPN9;PTPN6;CD247;P4HB;PTPN7;PTPN5;PTPN3;APP;LRR1;CCNF;NTAQ1;ZDHHC6;UBE2L6;PPP2R2A;UBE2L3;GOLGA2;LGALS1;CHEK2;CHEK1;FBXO4;PDK3;FBXO6;CCN1;SKP2;FBXO7;PDK2;FBXO9;SKP1;ACVR1;JMJD4;COG7;ALG5;P3H1;CSNK1D;ALG1;CSNK1E;HASPIN;RUNX3;CDC34;BTK;MXRA8;SIK3;ULK1;SIK1;TRIB1;TRIB2;OBSL1;EPB42;EPAS1;SDC2;DCUN1D3;FUT10;WNK4;EVPL;ART3;TTBK1;ART4;UGCG;NUAK1;STC2;PENK;ST8SIA4;APOE;RCE1;APOB;NUS1;ST8SIA1;ST8SIA2;INSR;PARP16;PARP14;DCLK1;MSRA;WNK1;CALU;FBXL3;FBXL2;FBXL4;SPRR1A;BAP1;ACVRL1;PTPRU;PTPRR;PTPRS;GPAA1;PCSK9;PTPRM;CD3G;MIA3;PTPRJ;PTPRK;CHRDL1;ANKRD9;SERP2;PPP3CC;SERP1;QSOX1;RAB8A;MAP4K1;MAP4K2;PARP6;PARP3;SYK;PARP2;STRADB;MINK1;COMMD1;TYK2;PARP9;CTTNBP2NL;PARP8;HCK;B3GNT9;B3GNT8;B3GNT5;B3GNT3;FAM20B;B3GNT2;VWA1;MFGE8;SGK1;SGK2;CAMKK2;PAK1;GPC3;PGGT1B;PAK6;MGAT1;PAK3;MAP4K5;PAK2;LCMT1;MAP4K4;UBL4A;MAP3K1;GAD1;KLHL2;KLHL3;KRT10;RAB11B;PDP1;KBTBD6;PDP2;STK17B;CAMK4;CAMK1;KBTBD7;PNPLA2;MPI;PLAT;LOXL1;LOXL2;TGM7;TGM5;TGM2;MORC3;FBXW10;FBXW11;APLP2;LMTK3;MATK;ADAM10;LMTK2;LMO7;PDIA6;KCTD6;KCTD7;LOX;CCNE1;PSMD10;PSMD12;PXK;UBA7;PSMD13;DAPP1;KLHL13;FUT2;STK4;FUT1;LTBP1;FUT4;TIMM50;STK3;GRK3;GRK2;GRK5;IRAK1;MAN2A2;FUT9;UBD;GRK6;MARK2;MARK1;UBE2I;TGFB1;KLHL25;KLHL21;ISG15;SSH2;MT3;CLK2;SSH1;BMP4;TBCK;BMP2;IL6;FER;PROC;MAN2B1;MELTF;STT3B;TAB1;FBN1;UBE2M;BMPR1A;FGFR1;DYRK3;GSK3A;DYRK2;PRKCSH;MAST1;NGLY1;ILK;LAMC1;FGA;PDPK1;FGG;PPP2R5B;PPP2R5A;IRAK3;PPP2R5C;CKAP4;TGFBR1;TGFBR2;FGR;ZAP70;RCN1;VCAN;CREB1;VGF;PEAK1;B4GALT7;CILK1;B4GALT5;CAMK2D;LTK;ASB13;ASB11;RNF7;THBS1;ASB15;AURKB;PSMB10;AURKA;MAPK9;MKNK1;MKNK2;PTK2B;MAPK6;ATE1;LIMK2;LIMK1;LAMB1;MAPK10;ASB9;ASB4;ASB2;ASB3;ASB1"
"regulation of inflammatory response (GO:0050727)","144/206",1.10623376584273e-07,2.21467999921715e-05,0,0,2.16085618830102,34.6107240058247,"RB1;APP;SERPINE1;CXCL17;RORA;IFI35;PARK7;METRNL;ETS1;TNF;CDH5;CCN4;SIRPA;CCN3;ENPP3;GGT1;ZBP1;AREL1;IL1R1;PRKCD;WNT5A;ACOD1;FOXP1;FNDC4;SELENOS;IL23A;SHPK;NINJ1;TYRO3;S100A9;S100A8;SEMA7A;AKNA;LPL;FPR2;ADAMTS12;MEFV;PLA2G7;SBNO2;NLRP6;NLRP3;APOE;SNX6;TSLP;PDE2A;NR1D2;NMI;NR1D1;NFKBIA;LACC1;MFHAS1;IL6;PROC;BCL6;NAPEPLD;MYD88;SETD4;TNFAIP6;SETD6;TRADD;TNFAIP3;CX3CL1;C1QTNF3;CASP12;HYAL2;TMSB4X;CASP4;NFKBIZ;FFAR4;CASP1;FFAR2;TNFAIP8L2;GPSM3;CCR2;ANXA1;PTGIS;IL15;SPHK1;MMP3;IL18;IL16;MMP8;TNFRSF1B;MMP9;IL17RA;TNFRSF1A;HCK;CD200R1;GPRC5B;IL1B;TLR9;XCL1;PPARG;TLR7;CD47;DNASE1;PPARA;SMPDL3B;DNASE1L3;TLR4;MGLL;TLR3;VAMP2;BIRC2;PPARD;TLR2;VAMP3;BIRC3;PTGER4;GRN;MACIR;MVK;LRRC19;NLRC3;AOAH;PTGS2;USP18;RELA;LILRA5;IL1RL2;MAPK7;DDT;ALOX5;CCL5;CCL3;CCL1;IL33;FEM1A;NR1H4;OSM;NR1H3;GPR4;KLF4;AGT;MAPK13;NLRP12;NLRP10;TNIP1;LPCAT3;BCL6B;SAA1;TEK;PIK3AP1;PTPN2"
"cellular response to cytokine stimulus (GO:0071345)","306/482",1.66866552562473e-07,3.23290488609747e-05,0,0,1.62389876770079,25.3426801645122,"CNTFR;IL1RN;PID1;IFITM2;IL23R;AQP4;SLA2;IFIT1;ICAM1;IL27RA;IL36A;MYC;DPYSL3;ZC3H12A;AKT1;TNFSF11;LGALS9;SOX9;PRKACA;JUNB;GBP6;GBP5;GBP7;DAPK1;IL1R1;IL1R2;ACOD1;EREG;SIGIRR;SFRP1;CDC34;RUFY4;IL23A;UBA52;STX1A;NUMBL;PDE1B;SHMT1;EBI3;FPR1;TWIST1;PIK3R1;ADAMTS12;HIF1A;OCSTAMP;INPP5D;HMOX1;CCR1;STAT5A;EGR1;STAT5B;XBP1;PDE2A;FN1;LIF;IL36G;IFNLR1;NR1D1;IL1F10;COL1A2;WNK1;SDC1;GRB2;CDKN1A;CD40;PTPRJ;BRCA1;CX3CL1;IL18BP;SYNCRIP;TRIM6;HYAL1;HYAL2;ANKRD1;CCR7;TIMP1;CD36;CCR5;JAK3;JAK1;CCR2;UPF1;IL11;ANXA1;MME;SYK;DUSP1;IFNGR1;IFNGR2;IL18;IL16;FOS;GAB2;TYK2;OSMR;F3;SIRT1;RHOA;VAV1;DCSTAMP;HCK;ZEB1;IL1B;KIT;RAPGEF1;HCLS1;RHOU;ARHGEF2;CD47;GAS6;TLR4;TLR2;OPRD1;ASAH1;ASAH2;CCL11;CTF1;SELPLG;PTAFR;CXCR4;PTGS2;TANK;AIF1;RELA;DUOX1;ALOX5;STAT4;HAS2;STAT6;STX3;IL12RB1;CCL17;CCL24;CCL22;CCL20;STAT1;IL10RA;STAT2;IL34;STAT3;OSM;BATF;VEGFA;NLRP12;AXL;CLCF1;SAA1;IL17F;PLP2;CRLF1;IL18R1;CRLF2;PF4;CD86;CSF3;NDUFA13;CSF2;CSF3R;CSF1;CD80;INPPL1;F13A1;SLA;RORA;CIB1;IL1RAP;FGF2;TNF;MYLK3;PYCARD;CCND1;GRAP2;GRB10;LEPR;PIM1;SIRPA;IL13RA1;IFNAR2;HGF;WNT5A;LIFR;NPNT;PRLR;SHPK;FSCN1;PRTN3;IL6ST;IFNAR1;SHC1;NPR2;TCF7;STK39;HTRA2;CSF2RB;FOXO3;CSF2RA;FOXO1;ZFP36L1;SOCS2;SOCS3;BAG4;SBNO2;BCL2L11;SOCS1;IRAK1;UBC;NDN;MCL1;HSPA8;PNPT1;SMAD3;TGFB1;VCAM1;NFKB1;CXCL10;FER;IL6;CXCL12;LRCH1;BCL6;IL7;LCN2;UBE2K;SLC26A6;BCL2L1;ITGB1;GSK3A;ITGAM;FLT3;TRADD;DOCK8;ITGB2;PIK3CD;CXCL1;PIK3CB;PTPN23;CXCL2;YBX3;GHR;CASP3;ITGAX;CASP1;LBP;ADAMTS7;NKX3-1;PTGIS;CHUK;MMP2;MMP3;RPL13A;IRAK3;IRAK4;TNFRSF1B;MMP9;TNFRSF1A;GREM2;HAX1;AIM2;LCK;IRF4;IRF1;IL3RA;BIRC5;XCL1;CHI3L1;IRF8;IRF5;SOS1;GAPDH;TNFRSF21;NFAT5;LAMA5;CEBPD;USP10;IL2RG;CBL;IL1RL2;MUC1;CCL8;CCL7;CCL5;CCL4;CCL3;CCL2;CCL1;CSK;FYN;GBP2;SH2B3;GBP4;SLC12A2;NOS2;PTPN12;PTPN13;PTPN14;MAPK13;MAPK11;CD4;IL2RA;IL2RB;PTPN9;PTPN6;PTPN7;VIM;PTPN5;PTPN2"
"positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)","62/77",1.81606628762158e-07,3.40852941357975e-05,0,0,3.83381062951496,59.5061959820984,"CSF3;FLT1;NCF1;EPO;FLT3;PIK3CD;TREM2;PIK3CB;FGF2;TNF;PIK3CG;KDR;SOX9;NKX3-1;PDGFRB;PDGFRA;UNC5B;HGF;F2R;GAB1;IL18;SIRT1;DCN;FGR;HAX1;KIT;HCLS1;ROR1;ROR2;HCST;BECN1;SRC;MAZ;PDGFB;PDGFA;PIK3R1;CBL;PIK3R5;ERBB3;CCL5;PDGFD;NTF3;LYN;NTRK1;NTRK2;SEMA4D;EGF;INSR;NTRK3;FN1;OSM;IGF1;AGT;EPOR;SELP;NEDD4;F2RL1;PLXNB1;PTPN6;TEK;PIK3AP1;FGFR1"
"positive regulation of blood vessel endothelial cell migration (GO:0043536)","42/48",2.00366374065601e-07,3.64666800799394e-05,0,0,6.48628814213982,100.038789187781,"FOXC2;CD40;PDGFB;HSPB1;CIB1;GATA2;PTGS2;ETS1;FGF2;HDAC9;HIF1A;THBS1;HDAC7;ATP5F1A;ATP5F1B;SRPX2;TMSB4X;AKT3;KDR;AKT1;HMOX1;MAP2K3;STAT5A;ANGPT4;NUS1;FGFBP1;ANXA1;TGFB1;NOS3;PDPK1;PRKCA;MAPK14;SIRT1;VEGFA;ADAM17;P2RX4;SP1;FGF18;RHOJ;PRKD2;PRKD1;FGFR1"
"response to lipid (GO:0033993)","86/114",2.15199379002841e-07,3.80143373615019e-05,0,0,2.85161531641361,43.7771454032933,"FOXA1;OTUD5;RARG;CITED1;IL23R;HMGB2;PTPN22;AQP3;RPS6KA3;TRIM6;CTSH;LGALS9;SOX9;CD36;LBP;NOS1;GGT1;NKX3-1;PAQR8;PAQR7;ANXA1;GPX3;SLC11A1;F2R;APOA4;IRAK3;TIRAP;FOXP1;ADAM17;MAPKAPK3;SLPI;IL1B;MAPKAPK2;RARA;PPARG;TRIM16;TRIB1;PPARA;S100A9;TLR4;ABCG1;S100A8;IFNAR1;PPARD;TMEM161A;PALM3;GATA6;LY96;WNT8B;TNFRSF11A;FOXO3;LIAS;ASCL1;FOXO1;STRN3;PRDX3;SOCS2;RXRB;CYP27B1;SRR;RXRA;IRAK1;NOCT;HSD17B2;SPP1;S100A14;PCK1;RXRG;PCK2;GGT5;CDKN2D;ABCA2;STAT5B;GGT7;TGFB1;GCH1;NOS2;NOS3;STAT3;ESR1;SELP;ASXL1;FER;CYP24A1;CD6;FGFR4"
"positive regulation of cellular process (GO:0048522)","385/625",5.56327263277113e-07,9.54657583783526e-05,0,0,1.49987100103199,21.6010058378445,"ANKLE1;SCX;SMC5;SMC6;CAPNS1;MYC;NAMPT;ZC3H12A;ADNP2;AKT1;IER5;PROK1;CSNK2A1;RPL23;CLEC11A;PRKCD;SERPINF2;PRKCA;SOX11;DKK1;AR;PARD3;MAP1A;PRKD2;TSPYL5;HPN;PDGFB;PDGFA;FPR2;GATA2;CIAO1;PRDX3;PDGFD;S100A13;LYN;TSLP;FZD7;FN1;ABCA7;CDC7;CDC6;PA2G4;FOSL1;FASN;RAD18;EZH2;LGMN;GLI1;AREG;SHH;TIMP1;RIPK2;SPHK1;TET1;EMP2;SIRT1;SIRT2;MMP14;RARA;HCLS1;SINHCAF;GAS6;CDC123;GRN;CTF1;MYRF;BCLAF1;RPS15A;LMAN2;NTF3;GCNT2;HAS2;STX3;TAF9B;CLCF1;GID8;CEP43;CRLF1;CRLF2;CSF3;CSF2;CSF1;EPO;IRS1;RTKN2;HP;FGF1;FGF2;TNF;CXCL16;PYCARD;FGF7;POFUT2;CDH3;HMGN5;FGF9;IBSP;CHP2;IL13RA1;RPS9;CEP131;F2R;TPM1;NCCRP1;PGF;CDC25B;ACLY;FRMD5;ADAM8;PHIP;IL6ST;S100A9;S100A8;KMT2D;SHC1;CUL3;MAZ;CHRD;REG3G;TNFRSF11A;MTLN;CLEC7A;DDRGK1;DVL2;TPPP;CHTOP;MLXIPL;CNOT6;CXCL12;CDK4;CDK2;EIF4G2;COPS9;EIF4G1;RNF187;RNF10;FLT1;FLT3;FLT4;HTR2B;ADRA1D;TREM2;TCIRG1;FOXM1;PPP1R13L;ITGAX;ITGAV;LBP;NKX3-1;TRPC3;TNFRSF18;APOA2;NRG1;RAD23A;TNFRSF1B;NSMCE4A;SAPCD2;BIRC5;SLC25A5;FXN;MTPN;HDAC2;PRKAA1;PRKAA2;LRP1;HDAC1;LRP5;TTK;TULP1;IL2RG;LRP6;CDC42;RAB25;CCL5;TUB;NTRK2;CNBP;NTRK3;MERTK;TBX3;TBX2;P2RX7;P2RX4;P2RX3;PRC1;DNAJA2;IL2RB;PTPN6;P4HB;FCGR2B;FOLR2;SLC25A33;VIPR1;RPS6KA3;CHEK1;KDR;CCN2;FBXO5;SOX9;TRIM21;SOX4;MFSD2A;IL15RA;PABIR1;TIPIN;SLC11A1;NSMCE1;EREG;BTC;TIAM1;SFRP1;GAREM1;SFRP2;TRIM13;EPHA1;KIF20B;PTGFR;FXR2;SLAMF1;TNFSF18;WWTR1;EGR2;XBP1;INSR;IGF2;LIF;CIDEB;RAB27A;IGF1;GDF9;ACER3;ECHDC3;RYR2;SLC35F6;SLC44A4;TENM4;HILPDA;KIF14;PTPRJ;CX3CL1;RPTOR;EPB41L4B;ESM1;HYAL1;C1QBP;CTSH;CCR7;CD36;HRAS;IL11;EDN1;FCER1G;EDN3;IL15;PRMT1;SFTPD;TFE3;RHOG;GAB2;PROX1;OSMR;RHOD;HCK;IL1B;CD47;MAPT;TLR4;TLR2;PTN;CST7;AIF1;RELA;GNAI2;LILRA5;PAK1;EXOSC4;SERTAD1;CXCR2;LMNA;PDPN;NPM1;IL34;OSM;VEGFD;VEGFA;TJP1;FKBP1B;SAA1;CD86;CD81;CIB1;ETS1;NCMAP;CCND2;CCND1;SIRPA;CAPN1;KRT6A;TGM2;PDGFRB;PDGFRA;SLC30A2;WNT5A;MATK;ADAM10;CYBA;LIFR;TMEM250;PRLR;POU3F3;ADAM17;PRTN3;NUPR1;PSMD10;ACACB;ZFP36L1;DPP4;EFNB2;SDCBP;ADGRG1;CALCR;GRK5;PRODH;TFAP2B;ZFHX3;TGFB1;TGFB3;HMGA2;UBE2A;MT3;BMP6;BMP5;BMP4;FER;IL6;GDNF;IL7;FGF18;FGFR4;IL7R;FGFR3;FGFR2;FGFR1;PRR7;LAMC2;DNPH1;CXCL5;RPS4X;FLCN;FLOT1;CAMK1D;GLP2R;TBC1D8;AXIN2;TGFBR1;TGFBR2;GREM1;SUPV3L1;ACOX2;ITGB1BP1;MVD;DOCK2;SHANK2;COLEC12;AGPAT1;DLL1;THBS1;PTHLH;TBRG4;ERBB3;ERBB4;PTK2B;ROMO1;S1PR3;S1PR2;EGF;MEIS3;MAPK15;MEIS2;TSHR;MEIS1;CAPN10;AQP11;FAM98B;KRAS"
